parcel_id,county_id,acres,lat,lon,current_land_use,soil_quality,slope_pct,flood_risk,wetland_share,solar_irradiance,zoning_class
P0000023,VA001,87.31798265060696,38.91162408518207,-77.78170692068458,cropland,57.19117380716884,7.3780777934801325,0.017171153718081717,0.034074656386600156,4.756834777377671,AG
P0000024,VA001,179.65126818413427,38.97336919483256,-77.63007238884117,cropland,71.69483221314596,2.0679102121824617,0.2582466736880034,0.046878165208137666,4.764897702689975,AG
P0000025,VA001,88.12559396339623,39.213064263980336,-77.75765860525124,mixed_ag,89.16405492517842,18.99878935346054,0.01088563011678987,0.016275583000598965,4.84471885609321,MIXED
P0000026,VA001,136.51875331479087,39.043067483793145,-77.66780032144075,cropland,39.03992591739173,4.720074259545747,0.2538915665900949,0.17568770253531396,5.02438159289106,AG
P0000027,VA001,33.73445625775974,39.07504371735225,-77.74384230947925,timber,63.77618345472319,0.7301762059601378,0.4112359572791478,0.15762190532418038,4.72227271789615,INDUSTRIAL
P0000028,VA001,160.18334770645114,39.11881885987249,-77.6148296858738,cropland,77.25163800801187,6.527247464277094,0.09775845537755345,0.0315754889917372,4.451329195272418,AG
P0000029,VA001,99.80024295889989,39.172005365313986,-77.87877772906191,timber,53.26375499057831,0.26844390791318623,0.037127164535371356,0.016089833646768255,4.281298790627493,AG
P0000030,VA001,101.63009033226702,39.14154846907095,-77.65496467917953,timber,49.47382828939038,4.127785196370663,0.02842009959654087,0.01596029380747354,4.076176458533835,RURAL
P0000031,VA001,359.0192085697772,39.10505869829193,-77.57686827595387,timber,48.20696187094211,5.7855343560631765,0.18061152990184404,0.2492758211747365,4.950610889178027,AG
P0000032,VA001,55.81398572119451,38.89081645934544,-77.64369651789927,mixed_ag,91.96391783651472,6.06501669583448,0.060654059653628196,0.16097200450086702,4.754890968471418,AG
P0000033,VA001,193.2568435791596,39.15080142363043,-77.58990937166277,timber,38.245833054287246,4.442421541164466,0.018754060775928207,0.10402075319189823,4.217285020338306,AG
P0000034,VA001,125.55968071722253,38.946534788316555,-77.65871971118166,timber,91.9634174996696,7.77035889184181,0.16986007940398942,0.10462914667722248,4.736942630976632,INDUSTRIAL
P0000035,VA001,109.45114273968608,39.17637013858999,-77.54767762611037,mixed_ag,65.5836981035219,1.9910988085886574,0.11797170877523816,0.07922958473831182,4.529270864113708,RURAL
P0000036,VA001,145.0611465695353,39.02640422585894,-77.71640660837254,mixed_ag,58.97011129806193,5.005209214862828,0.025048924686594986,0.21149334172620057,4.610188481301834,AG
P0000037,VA001,109.8684346383719,39.19821898289285,-77.92088344331029,cropland,88.4215730270536,1.4837989706493788,0.07203933297554956,0.1895859188351575,5.213791859345378,MIXED
P0000038,VA001,132.3943689906876,39.11334744726428,-77.33571463206324,cropland,54.39103205072804,8.141813888744867,0.08428349481595829,0.0737501867151004,4.833300434013337,AG
P0000039,VA001,40.68125377415948,39.07095887561413,-77.64520189966855,timber,77.46547786501961,1.1625979641760242,0.07050486685870845,0.2611612543132542,4.595688247474741,AG
P0000040,VA001,111.04401537255887,39.07400175434697,-77.63104401604897,mixed_ag,48.333426486236625,1.413290018452089,0.18746989943664652,0.006351969701164339,4.61350339304332,AG
P0000041,VA001,263.61677816288835,39.00919826943186,-77.73983179594755,timber,41.96536895110821,5.555185315754687,0.14321215793982228,0.06376428004438243,4.336885453265275,AG
P0000042,VA001,182.03123791958114,39.014583229974576,-77.55485948549536,mixed_ag,86.54452634844937,6.119548882799659,0.01540431420869805,0.02533280465061418,4.744827311016574,AG
P0000043,VA001,127.01138254102423,39.077401668043606,-77.60876759340267,pasture,89.71090996404993,5.247977168101807,0.028728371340455302,0.0873433088965992,4.7012757049349885,AG
P0000044,VA001,154.373144130277,38.78374056241472,-77.61531142636149,cropland,39.14804888891873,5.801435636294968,0.02475145770127292,0.31610707768339624,4.645859490667696,AG
P0000045,VA001,110.51996175523615,39.07323892638099,-77.79007416522015,timber,53.86711859003845,7.918695929564608,0.09654610054377448,0.01667775939507156,4.104105267591094,AG
P0000046,VA001,169.86756385664899,38.92372847427433,-77.63065182845364,cropland,70.61579677559395,6.557315564072809,0.1416575679888429,0.031591186568409944,5.060182755027066,AG
P0000047,VA001,156.33980336499243,39.15348228717842,-77.64148220507005,mixed_ag,77.35629697814272,3.978246499894918,0.09158804851001699,0.1191499989309118,4.1678154195809825,AG
P0000048,VA001,82.4286594220723,38.91129046568148,-77.75810437095863,cropland,65.782599779863,3.3438400780982853,0.1869788567248,0.15522938071243553,4.612620974379228,RURAL
P0000049,VA001,262.8650937032341,39.195563439272114,-77.63332249517477,cropland,72.27741668818607,2.684514966134121,0.2036909883162845,0.02016351664750795,4.333186789690322,AG
P0000050,VA001,80.17765099216344,39.131059446329196,-77.74916251674014,mixed_ag,46.37366706682411,3.542131955831448,0.33503984497992223,0.10531790377501718,5.10891756351011,INDUSTRIAL
P0000051,VA001,280.5263533584109,39.012363287978694,-77.65962518464012,timber,71.8253558052128,10.787570504010889,0.12059480406662171,0.01805693420328669,4.394695220225184,MIXED
P0000052,VA001,144.07098119350246,39.06167523532536,-77.61034055482739,timber,66.65593588418328,2.982840591422304,0.02361386513494436,0.0787016982172233,5.029202534477132,AG
P0000053,VA001,173.88762100635307,39.17416635113441,-77.52940400031862,pasture,74.21148765668936,6.411537029707485,0.06987942069801184,0.1536165393149479,4.196712905553131,MIXED
P0000054,VA001,129.5433035657247,39.084698871634,-77.54023195212433,timber,70.28051707704387,1.7210700389569937,0.1426501787268722,0.063854889243492,3.86589216483645,INDUSTRIAL
P0000055,VA001,98.51281827075996,39.008214732382335,-77.51542924066221,pasture,84.32666373977378,4.369007251809416,0.0737611682287703,0.002025593732391314,4.765580519309616,AG
P0000056,VA001,257.6944324658293,39.17981954031527,-77.63519421687285,mixed_ag,69.08967895148193,2.6045114650079326,0.09348881415933775,0.011913730367379272,4.072436023279433,AG
P0000057,VA001,62.919773847005814,39.322542409207585,-77.47342580522528,timber,59.54625064539802,1.4493311893751502,0.12323573651905653,0.02979681950361113,4.137828855545036,AG
P0000058,VA001,65.84694082107109,39.14008579146073,-77.65466386766181,timber,60.25703443128218,5.4606133613081305,0.08630375855868921,0.09360458442283914,4.275713411094997,AG
P0000059,VA001,54.25965531026856,38.94454588667083,-77.7022194130699,timber,63.46404940083355,2.3999278849031542,0.03371402052606696,0.1788530035065605,3.671902082778279,AG
P0000060,VA001,30.862064166724156,38.85182162220484,-77.77313589742981,mixed_ag,64.33345748443469,9.874072243658642,0.19509088475744443,0.036180666162255966,4.207031048705152,AG
P0000061,VA001,128.04360874576867,39.10950098687893,-77.73285258304578,timber,73.55805554207728,6.4972792163946345,0.1915958617487502,0.21036031739774977,4.539952421424278,AG
P0000062,VA001,247.88530755684707,39.22847926571392,-77.73329109892967,cropland,54.11912716988037,2.4495970449604405,0.1494142320275627,0.10325717379322523,4.559575392245373,INDUSTRIAL
P0000063,VA001,197.16735654773663,39.141824900557836,-77.59424453050944,timber,86.74017201854456,3.0699102804373357,0.09119332389561083,0.08273212414348712,3.895064091797148,AG
P0000064,VA001,125.56745181742075,39.10184463002607,-77.78623961033185,mixed_ag,95.05264115602013,7.4330028877597005,0.19293186292404843,0.19817476153763097,4.262127081816932,INDUSTRIAL
P0000065,VA001,25.133211190528346,39.138227043835705,-77.57821449300663,cropland,27.789372350231872,1.707160363605479,0.04802416097148278,0.14274639150854007,4.080230582305397,RURAL
P0000066,VA001,67.83715859771847,39.020724583591225,-77.65582477948492,cropland,68.43155043393406,8.134090168236185,0.01534533360713516,0.018798843700133294,5.250823182668158,AG
P0000067,VA001,196.54821115530285,39.347874552721834,-77.67498045580905,pasture,71.41694597370699,5.750166017578681,0.04111698314415511,0.1856685636936208,4.147841206118908,AG
P0000068,VA001,206.2090796049166,39.26809548077318,-77.60698223378027,pasture,57.39342079357637,2.9776603893898446,0.17471369859723992,0.07843231167613882,5.0359722360601555,RURAL
P0000069,VA001,38.52955699612051,39.15971210710661,-77.61311449123643,mixed_ag,64.63553924343776,5.4574088024281835,0.0985996754672488,0.10437220768678528,5.037065220343677,AG
P0000070,VA001,154.43795760680828,38.98521765227036,-77.72079120236796,cropland,56.86163269832262,5.843567056502446,0.38844678782950604,0.01196082526294696,4.42792053476208,AG
P0000071,VA001,202.04586003364466,39.10239068501042,-77.58842518585969,cropland,72.69799716615772,2.955763227118692,0.17661721297812308,0.19064262380376196,4.736685708711831,AG
P0000072,VA001,137.47985622300692,38.98565563768627,-77.5711572937615,timber,74.81989292671679,7.0656107323235675,0.09634778650763784,0.2043127452201035,4.992294227991108,AG
P0000073,VA001,157.26550647058755,38.93773145700247,-77.50972945176407,cropland,69.35060594725303,17.08311226814719,0.11295013114344182,0.04902010754062631,5.404856182563061,RURAL
P0000074,VA001,457.82203487100213,39.11253194227106,-77.55730394267505,mixed_ag,52.193611661188825,5.833436972665775,0.21262299685773264,0.0031416193539905647,3.8088548349317515,MIXED
P0000075,VA001,106.20726289461278,39.28639987502254,-77.79931379129195,timber,90.58779020816846,5.794233990643436,0.11436189753588208,0.1550602348718247,4.3842974191327615,AG
P0000076,VA001,75.23274900789485,38.96962986731383,-77.68896147416136,pasture,69.84196196139872,1.447924503156507,0.047030826830635725,0.09685055417770129,4.584903243625682,AG
P0000077,VA001,132.52239136516633,39.08359131691693,-77.59878716203578,timber,35.03799960665211,0.7540062399774811,0.07485199058027152,0.01550373301449357,4.451438051576336,AG
P0000078,VA001,294.8248998165753,39.05976115766439,-77.86706936674769,pasture,73.33040342762862,5.247117063412098,0.05463360955493887,0.20272165961214803,4.563264645399939,AG
P0000079,VA001,100.48391091578732,38.89872618924365,-77.73392400919516,timber,70.93263659543763,0.8794020168911253,0.12641150014484515,0.027431368059350883,4.462786071445244,AG
P0000080,VA001,65.04376897888001,38.96211679178325,-77.74762212089257,timber,47.54789300311593,4.711902992523742,0.02143582024847939,0.12031503112425204,4.960073321910928,MIXED
P0000081,VA001,155.5219186498048,39.19576220052876,-77.66890258762062,mixed_ag,54.45396378653297,3.7931655076309516,0.004676643828806428,0.011968713828299348,4.7322898492981444,AG
P0000082,VA001,152.64713911311432,39.10066007909284,-77.49582317950681,cropland,64.17597700695623,8.995790643912226,0.016792685818612787,0.11076105428563453,4.511669056255431,AG
P0000083,VA001,127.28654087582248,39.00899284715065,-77.60038706261186,timber,38.34520041010887,5.302339059681632,0.1605628474570362,0.20693362347523292,4.731271753162319,INDUSTRIAL
P0000084,VA001,48.06647430272143,38.993723011839464,-77.63900617058552,timber,69.24602882014985,8.73855544247537,0.26504548197814876,0.14642508155280493,4.0777629575844525,AG
P0000085,VA001,109.74012983953682,39.193753814729384,-77.67146551690139,cropland,57.40095956043196,9.772986916760317,0.16306122187150887,0.004335553491876837,4.214952556196493,RURAL
P0000086,VA001,462.29698927188326,39.19593896402914,-77.72322120515798,pasture,65.02999034622631,5.144532238922866,0.1176374924007679,0.04885575770220825,4.345894715804658,AG
P0000087,VA001,38.93874189819208,38.97425898722221,-77.70738113463571,pasture,55.407449136687866,6.593328947684664,0.12332073683822739,0.008840866085276022,4.7435742054878425,RURAL
P0000088,VA001,712.2625940616067,38.90302854048628,-77.63323668212902,mixed_ag,57.59897989425982,4.639965129201617,0.18202122759236322,0.21737296793141725,4.82434675178824,AG
P0000089,VA001,56.1473145813391,39.08945967102777,-77.71196803568061,timber,74.09436734163063,1.1678327276594576,0.014762215409069336,0.10588518960243633,4.613133131318859,MIXED
P0000090,VA001,117.256912078629,39.055362489029484,-77.797797873564,pasture,78.7193608098027,1.126918511925214,0.06824408575589792,0.10714941940257257,4.398051270017863,RURAL
P0000091,VA001,82.9867683803766,39.166085581632295,-77.73105100615133,mixed_ag,55.15443659677837,2.594718278088484,0.11157160562812997,0.11145819935873158,4.229995794051604,AG
P0000092,VA001,107.69234008077852,38.95512815816136,-77.56938730408623,pasture,100.0,2.8730233838711006,0.0220260199518647,0.01794760651369317,4.88321815614861,AG
P0000093,VA001,19.30202466530055,38.978458402134095,-77.58482388684001,pasture,81.63754717238197,0.8511591774647086,0.2569218234699163,0.06617510727796094,4.548174658408286,MIXED
P0000094,VA001,86.0761722312458,39.0728293717653,-77.60935453950303,cropland,58.85526607447997,4.471902263319674,0.18467072279913405,0.002231803664928942,4.659561930117176,AG
P0000095,VA001,197.5036368223458,39.17006388429911,-77.60520177060485,cropland,33.38465918578396,7.175115551130019,0.17186600919044082,0.06393166639944407,4.745115699759346,AG
P0000096,VA001,128.1836389478042,39.09875849271799,-77.67947059016858,cropland,51.489617244309855,2.5440213756377417,0.3435028768711358,0.09530101528222809,4.375460047726003,RURAL
P0000097,VA001,95.8695402928854,39.14401143150964,-77.6060871932652,cropland,62.47022369899321,8.524719278574889,0.040887378877410126,0.17876058031910366,4.837483382990009,AG
P0000098,VA001,143.18953120759718,39.16399343665194,-77.70978065435256,cropland,47.084517789133116,1.5888396593018497,0.1482454136377713,0.17237322281318726,3.897237432218365,RURAL
P0000099,VA001,54.04526551497336,39.09676350179115,-77.80972029221888,cropland,80.36769013140035,2.1156530359722883,0.007039898496697522,0.1689344965968012,4.974956588625365,MIXED
P0000100,VA001,108.85015336732222,39.13871050184648,-77.76969119563867,timber,67.20983495729706,2.8267925270269596,0.05203733117007513,0.24199744975872411,4.488949646161646,RURAL
P0000101,VA001,52.835797634963605,39.17949057463206,-77.84575045305486,pasture,64.17346851436567,1.3814719925494356,0.03673752464529583,0.0366278799459472,5.161480186639754,AG
P0000102,VA001,50.20130076407687,39.00907258159907,-77.73376188407684,mixed_ag,66.42240289595563,3.0574691635965277,0.08764740324364399,0.15213376835635456,4.675355920479529,INDUSTRIAL
P0000103,VA001,237.11348718857727,38.956530341409895,-77.68223661358651,timber,67.46480989072874,2.4225054319499204,0.09279374603995127,0.05984114464981878,4.4926559492609215,AG
P0000104,VA001,428.3462033794916,38.942764379197875,-77.57661431069447,timber,68.25909737342936,11.597890169535916,0.1493162786492812,0.030284226237246213,4.31780136276036,AG
P0000105,VA001,160.86017547789345,39.131332326196706,-77.63043395557635,cropland,66.31801455621091,5.564257629294,0.06430830584970201,0.035270364338371586,4.9929373890973086,AG
P0000106,VA001,52.1588266088954,39.19567841143539,-77.59103244284039,pasture,91.65774260386587,6.6751115911572745,0.18388032766135287,0.15794365737623245,4.575570424983251,INDUSTRIAL
P0000107,VA001,39.79067066013618,39.13331533788097,-77.91378883150517,pasture,57.828754133692634,9.975862909861771,0.2029789804833903,0.06804961444603772,4.922923902975748,AG
P0000108,VA001,505.1348383825851,39.00045606826893,-77.79151492513486,mixed_ag,74.90663849822656,5.989166041531436,0.0641228433381029,0.10049860581917057,4.389048222939421,RURAL
P0000109,VA001,40.53793938175017,39.249035994199566,-77.62631374819742,pasture,60.36466452205626,3.6332607969662667,0.13691143992837093,0.011791459430266712,4.39922391972141,AG
P0000110,VA001,116.93703107826319,39.082175256299045,-77.86920080060594,timber,71.10895840603203,5.544897665687324,0.11838696532436568,0.04274611633925026,4.82029140213577,MIXED
P0000111,VA001,221.75312322725838,39.08625925329577,-77.57513112838683,timber,52.932100546627794,5.0511365182563885,0.07402242438493056,0.28417774328510925,4.736659226218858,AG
P0000112,VA001,237.67882231144836,39.09665786206815,-77.60466160610616,pasture,65.94047454855071,4.523457258571783,0.2214612773219679,0.08306146938107338,4.416679527510567,AG
P0000113,VA001,267.4247700207698,39.086600191409936,-77.41981548808278,cropland,69.8613383348007,2.083716983633746,0.1450738528568011,0.0362897016451088,4.348181458907508,AG
P0000114,VA001,59.1739734104406,39.170456935585676,-77.69003772928932,pasture,64.04736988342597,7.0015217299668215,0.03549024815248062,0.03957377834443566,4.269616266347299,MIXED
P0000115,VA001,185.27910552929436,39.2069158348652,-77.59025784589726,mixed_ag,83.70817131713676,2.2090272306915013,0.0637892572525329,0.09772593607248221,4.811052398699337,RURAL
P0000116,VA001,588.9547141822733,39.10024311164821,-77.83984847526247,mixed_ag,38.89245516458277,4.222864723076509,0.07288874086809873,0.025575944240492313,3.9502909515099396,AG
P0000117,VA001,121.27319432642742,39.05528508342289,-77.73493904123467,pasture,62.34711209640806,4.466646711658448,0.299488275535766,0.11280487156526596,5.052090262980535,AG
P0000118,VA001,62.65726515516993,39.07818982093325,-77.65247223033813,pasture,55.26105620584796,0.9759758823574239,0.08368726500309288,0.08699674494654372,4.697051335923796,AG
P0000119,VA001,53.480694918169675,38.94810925594636,-77.49531705532266,timber,49.34083892797037,4.041745092166879,0.03639873012851826,0.00956889357350795,4.046241544355579,AG
P0000120,VA001,115.1762328770129,39.19336720898838,-77.75725819748696,cropland,75.12716989842347,0.238073095536178,0.03447287578426474,0.16686576485563515,4.531757039858074,AG
P0000121,VA001,216.9174051233535,39.137645173642966,-77.67502749425545,pasture,58.167781267177745,5.660134855939414,0.19873360324347158,0.0168559136734198,5.032336585908595,AG
P0000122,VA001,274.84219854670226,39.10449586752193,-77.60774408637879,cropland,75.46232467881501,16.68648555758467,0.01371347541860413,0.03940996231463267,4.3374993923130205,AG
P0000123,VA001,95.38319943908067,39.02777778499612,-77.74260207497636,timber,58.47950789415299,5.476066545665127,0.2867468855366724,0.11456280285395841,4.7736422478310745,RURAL
P0000124,VA001,96.66753810842877,39.11729823189247,-77.43016137538022,pasture,71.29197339279872,9.687184110324097,0.11375557899122349,0.19021089443538855,4.056622384344981,AG
P0000125,VA001,117.01348245477378,39.027645917384284,-77.64513387192672,mixed_ag,77.51788321053587,8.554689818177282,0.5244921997468026,0.1695129910167446,5.125710238145095,AG
P0000126,VA001,195.6147587067068,39.138960131312096,-77.65732492525521,mixed_ag,47.22223129201524,0.3440668756289362,0.10749399431861728,0.020057442570728643,5.11803472129987,AG
P0000127,VA001,89.71614808620403,38.98848003688449,-77.57470921166167,timber,61.42345473529546,3.8070922943933683,0.0826112058039958,0.09304687219270646,4.063497292576552,AG
P0000128,VA001,200.44104780856287,39.01539152246556,-77.814480670927,cropland,81.84641945662308,4.023125865470403,0.197668487413357,0.018666976823991547,4.8060461473753024,RURAL
P0000129,VA001,250.293667014094,39.10491731656435,-77.72335572065963,cropland,73.6397730562103,1.9501633277557853,0.3506655088922155,0.04853862919464826,4.988489375086995,AG
P0000130,VA001,68.63170079719367,39.013591417719105,-77.59197646034467,mixed_ag,37.08209473241666,3.3246927031582922,0.06298470052040224,0.02555180476930223,4.959653374693837,INDUSTRIAL
P0000131,VA001,129.58616388980954,39.05253809525997,-77.74940116007012,timber,39.860318806453925,1.7309795513134247,0.24895088016382852,0.018946181478259473,4.468363533304146,RURAL
P0000132,VA001,213.62371932764623,39.15871041689121,-77.70710871533767,timber,73.11696257327061,2.025743794549006,0.17161838259428486,0.004346334505948389,4.183891946240838,AG
P0000133,VA001,67.14989296810629,39.0327492139152,-77.52134956684769,pasture,65.24194122914005,2.8488038163146827,0.2232965937068358,0.09781661528790615,4.676104145356141,AG
P0000134,VA001,111.30436682073557,39.06536778319953,-77.64288949699905,pasture,85.66604354412117,4.15940825260847,0.08896800580075175,0.5352740344905397,5.031156297001256,AG
P0000135,VA001,144.6297374537866,39.17766683559548,-77.60515465607516,cropland,78.79135514970478,11.260297180025391,0.2853365961577878,0.09729648082511498,4.60384401240384,INDUSTRIAL
P0000136,VA001,181.9845509332309,38.905652684026954,-77.67512444565762,mixed_ag,61.79304707225066,0.6384669387175432,0.2364622992230549,0.03810591794105732,4.650930181867458,RURAL
P0000137,VA001,262.88635616036316,38.990265716789814,-77.81579251268302,pasture,74.46857492100722,5.916775122846019,0.10167787145175824,0.10436678748515511,4.012311350331698,MIXED
P0000138,VA001,86.6841566005364,38.86829717033201,-77.61469624095662,timber,33.51190486158134,7.506200836569015,0.31771491806561286,0.3366927028826487,4.753830650502,AG
P0000139,VA001,170.63251987535753,39.30409918259794,-77.58960638341992,pasture,67.74372095193057,3.9347948258229266,0.03998203285197635,0.02415981500052139,4.761076523802272,AG
P0000140,VA001,127.68041629850187,39.21781619953019,-77.622658716024,cropland,52.5010611269413,15.738328893472499,0.274242771777787,0.08053715660391733,5.093960945056849,AG
P0000141,VA001,139.91313381654152,39.19469545785916,-77.74334929708546,mixed_ag,62.05252369402839,7.447126445927948,0.021331072170324566,0.003372126247685861,4.3300694418178765,RURAL
P0000142,VA001,71.81366114844454,39.008490819841484,-77.49986424481021,timber,56.71962906482635,3.685764106833017,0.32135552401022377,0.02365299037511442,5.02259875990892,AG
P0000143,VA001,102.20973063054561,39.14322923020556,-77.7121188448927,pasture,63.68140268946178,1.7557205737952122,0.2115199207301407,0.1476346741040501,4.656879927885776,INDUSTRIAL
P0000144,VA001,64.54643670885231,39.07472936358938,-77.71219182104515,timber,50.741956892213864,3.6124766949460634,0.053511685492178954,0.05882319457367493,4.593034415182695,AG
P0000145,VA001,201.49985608783774,39.22039781248018,-77.70003803921954,pasture,61.40574266848029,5.461091119069591,0.1672919088983864,0.08097397718403113,4.649409156591424,AG
P0000146,VA001,100.2496407973922,39.20548422626455,-77.84457629057462,mixed_ag,49.51951632257634,3.9656256603444073,0.2729489422765023,0.09276238802266115,4.892381947865781,MIXED
P0000147,VA001,140.5608082882845,39.0591786941038,-77.61356900916903,mixed_ag,69.53387327728191,3.8114213561627146,0.2998403430121359,0.083806749806027,4.219887906438048,RURAL
P0000148,VA001,315.7462917006772,38.90333885030628,-77.63563533192199,cropland,59.43934423290342,1.8755158911258807,0.48060375918283,0.2770785518618801,4.269451992558918,RURAL
P0000149,VA001,758.3723159806369,39.21600709209742,-77.73889378177923,cropland,52.527158410004354,0.6610105255955557,0.3121727759390348,0.17235622158103414,4.639856317949704,AG
P0000150,VA001,48.876686592981464,39.1406759381676,-77.62044583048663,cropland,78.0796324957851,2.3031696978649525,0.09796799041596793,0.0029172507469832254,4.938703885372815,RURAL
P0000151,VA001,99.90753431681426,39.06042358958778,-77.69635643645921,pasture,73.33868046949163,2.841860631813698,0.05976702385138129,0.186621632277672,4.580245616089512,AG
P0000152,VA001,85.65941736557916,39.22475903736509,-77.66445366326852,mixed_ag,57.25553604707737,8.822669203350879,0.08534310303558494,0.029474541681481937,4.256331553917218,MIXED
P0000153,VA001,130.19305110125725,39.249413237466946,-77.84515651644689,timber,44.35935002640278,2.4363791012515468,0.0909300065351773,0.007619282936497774,4.060742926307571,AG
P0000154,VA001,199.23317742835798,38.97367979315604,-77.65268267518178,timber,92.63225987852395,13.975569310040983,0.37632379269936567,0.024137304067655064,4.680735305833219,MIXED
P0000155,VA001,126.98149918543166,39.060012593057365,-77.54399357669428,timber,75.97720091481332,2.3687326268441997,0.06111812371799071,0.047700727846156615,4.3123378799599354,MIXED
P0000156,VA001,114.63219855385087,39.089416519643095,-77.68756050256066,timber,42.97040854527062,6.5611889127973715,0.02057380068225562,0.16432751259090023,3.9367339525182414,AG
P0000157,VA001,22.317497824107257,38.94458040339126,-77.70731937940134,timber,70.94612753310602,5.23278511394813,0.22172233651125262,0.14471244772682973,4.313854560584511,AG
P0000158,VA001,111.830056046759,39.01048262493632,-77.71982448193246,timber,79.68262011855799,4.425589569749862,0.34121081644970547,0.04454291140041994,4.607013051803209,INDUSTRIAL
P0000159,VA001,180.44021351946722,39.028301027573825,-77.46480760284705,mixed_ag,31.474467531520006,5.429755239280857,0.4253516853549677,0.0537130012339854,4.363313655922735,AG
P0000160,VA001,218.7722171149008,39.10448197293308,-77.78864214180554,cropland,53.80825275585911,7.650989345885979,0.5409899781844165,0.2838051276495762,5.042805980920914,RURAL
P0000161,VA001,96.29721751718174,39.06358987871869,-77.63088372016125,cropland,71.3370113635584,6.9766286232628625,0.04237797804366712,0.12475858778638646,4.155818634799066,AG
P0000162,VA001,150.7794819372226,39.00317268834616,-77.6507673254917,timber,86.14859325912542,2.3312178071773784,0.1308305036964083,0.038561703960884576,4.129400784857858,AG
P0000163,VA001,109.25760372716901,39.01579011339429,-77.42363359303852,mixed_ag,88.17848227544839,3.5666514721190614,0.019293230111328427,0.1857917500747623,5.16959046881264,MIXED
