parcel_id,infra_type,nearest_infra_id,distance_km
P0000041,transmission_line,I00002,8.80520973329517
P0000041,substation,I00004,4.204752558232513
P0000041,fiber_node,I00007,2.99357349853177
P0000041,water_source,I00008,24.7762059605516
P0000041,highway_interchange,I00009,6.1274472174707215
P0000041,data_center,I00012,9.952522436979573
P0000042,transmission_line,I00003,4.677210594287091
P0000042,substation,I00004,12.239973532816697
P0000042,fiber_node,I00007,13.920828789048786
P0000042,water_source,I00008,15.465974310946928
P0000042,highway_interchange,I00010,4.456796945284178
P0000042,data_center,I00012,6.431247675233678
P0000043,transmission_line,I00002,5.831349855491486
P0000043,substation,I00005,7.0364144196976754
P0000043,fiber_node,I00007,10.695587505365987
P0000043,water_source,I00008,11.296846537127916
P0000043,highway_interchange,I00010,11.434619047152813
P0000043,data_center,I00012,9.06635919170733
P0000044,transmission_line,I00003,25.304861232681514
P0000044,substation,I00004,27.760515286949676
P0000044,fiber_node,I00007,28.502300503580514
P0000044,water_source,I00008,41.6620550469748
P0000044,highway_interchange,I00010,21.858303646244742
P0000044,data_center,I00012,23.723743974102156
P0000045,transmission_line,I00001,5.6282082376127365
P0000045,substation,I00004,9.720734912241898
P0000045,fiber_node,I00007,8.19882387874297
P0000045,water_source,I00008,24.994967065266373
P0000045,highway_interchange,I00009,3.2771354363139045
P0000045,data_center,I00012,16.536164972449765
P0000046,transmission_line,I00003,13.32154485519764
P0000046,substation,I00004,12.632667923791386
P0000046,fiber_node,I00007,13.70259853079721
P0000046,water_source,I00008,27.04658439189087
P0000046,highway_interchange,I00010,7.678218822385905
P0000046,data_center,I00012,8.15168826499752
P0000047,transmission_line,I00002,9.657481067510547
P0000047,substation,I00005,3.084955931336475
P0000047,fiber_node,I00007,15.327272599161441
P0000047,water_source,I00008,10.641506707333207
P0000047,highway_interchange,I00009,13.996372944269677
P0000047,data_center,I00011,4.781607313668743
P0000048,transmission_line,I00002,19.111299490271392
P0000048,substation,I00004,13.782551858586423
P0000048,fiber_node,I00007,13.503509678195257
P0000048,water_source,I00008,33.741206841448594
P0000048,highway_interchange,I00009,16.8863798435771
P0000048,data_center,I00012,14.889643732787235
P0000049,transmission_line,I00001,14.311726274859048
P0000049,substation,I00005,6.432607677254944
P0000049,fiber_node,I00007,19.91927953194772
P0000049,water_source,I00008,11.112211760516843
P0000049,highway_interchange,I00009,18.054639235114912
P0000049,data_center,I00011,5.078539052440678
P0000050,transmission_line,I00001,2.0172070242962814
P0000050,substation,I00005,12.071866848044953
P0000050,fiber_node,I00007,11.828265988000847
P0000050,water_source,I00008,20.044898994333426
P0000050,highway_interchange,I00009,7.567427179576361
P0000050,data_center,I00011,14.39510127745646
P0000051,transmission_line,I00002,6.646992625224912
P0000051,substation,I00004,3.449457623752869
P0000051,fiber_node,I00007,5.096769421117952
P0000051,water_source,I00008,19.643101768824575
P0000051,highway_interchange,I00010,8.218051162267486
P0000051,data_center,I00012,3.393289282123647
P0000052,transmission_line,I00002,5.740488258705281
P0000052,substation,I00004,8.414946534419334
P0000052,fiber_node,I00007,9.787566508357948
P0000052,water_source,I00008,12.70211839670752
P0000052,highway_interchange,I00010,9.79280312862007
P0000052,data_center,I00012,7.3202404415094735
P0000053,transmission_line,I00002,17.074435918764046
P0000053,substation,I00005,7.864773355015003
P0000053,fiber_node,I00006,12.526838291004275
P0000053,water_source,I00008,2.7828730217551154
P0000053,highway_interchange,I00010,22.18818101227415
P0000053,data_center,I00011,5.168281814108758
P0000054,transmission_line,I00003,10.371855773174664
P0000054,substation,I00005,8.643757635032191
P0000054,fiber_node,I00006,13.315629834384266
P0000054,water_source,I00008,7.584675160922647
P0000054,highway_interchange,I00010,12.264678689634652
P0000054,data_center,I00011,9.949232050891265
P0000055,transmission_line,I00003,1.6353019484251963
P0000055,substation,I00004,15.704519151416017
P0000055,fiber_node,I00006,16.856014018859362
P0000055,water_source,I00008,15.847294517377296
P0000055,highway_interchange,I00010,6.194235405077851
P0000055,data_center,I00012,9.614285130894602
P0000056,transmission_line,I00002,12.616976745262454
P0000056,substation,I00005,4.87417575863747
P0000056,fiber_node,I00007,18.231191686830815
P0000056,water_source,I00008,10.599043974718949
P0000056,highway_interchange,I00009,16.55749513552874
P0000056,data_center,I00011,4.315233714447271
P0000057,transmission_line,I00002,32.97885012973606
P0000057,substation,I00005,23.383995687136405
P0000057,fiber_node,I00006,22.56866361498846
P0000057,water_source,I00008,19.490010160031154
P0000057,highway_interchange,I00009,37.66257558206129
P0000057,data_center,I00011,20.027439810219363
P0000058,transmission_line,I00002,7.915855057245633
P0000058,substation,I00005,3.874347096451543
P0000058,fiber_node,I00007,13.506832413374529
P0000058,water_source,I00008,11.83401947544324
P0000058,highway_interchange,I00009,12.137822240125862
P0000058,data_center,I00011,6.397113795002788
P0000059,transmission_line,I00002,14.22440587179798
P0000059,substation,I00004,9.007448489595008
P0000059,fiber_node,I00007,9.34923287024739
P0000059,water_source,I00008,27.898184631145725
P0000059,highway_interchange,I00010,11.563415489832071
P0000059,data_center,I00012,8.812140442672192
P0000060,transmission_line,I00002,25.764046333739714
P0000060,substation,I00004,20.425652743570097
P0000060,fiber_node,I00007,20.22687448292516
P0000060,water_source,I00008,39.87747831040499
P0000060,highway_interchange,I00010,22.106979909196475
P0000060,data_center,I00012,20.566005914775257
P0000061,transmission_line,I00001,3.3460013917793185
P0000061,substation,I00004,9.881938526965413
P0000061,fiber_node,I00007,9.188307871589709
P0000061,water_source,I00008,19.080191490806033
P0000061,highway_interchange,I00009,5.482288574688735
P0000061,data_center,I00011,13.95073408185189
P0000062,transmission_line,I00001,12.328637884279471
P0000062,substation,I00005,14.446524640156568
P0000062,fiber_node,I00007,22.34427076616543
P0000062,water_source,I00008,20.460576403190533
P0000062,highway_interchange,I00009,18.476462470676488
P0000062,data_center,I00011,14.287343186685945
P0000063,transmission_line,I00002,10.576187284765195
P0000063,substation,I00005,1.3430159652948235
P0000063,fiber_node,I00007,16.39699230261525
P0000063,water_source,I00008,6.638426596349729
P0000063,highway_interchange,I00009,16.35870535142421
P0000063,data_center,I00011,2.73359991253228
P0000064,transmission_line,I00001,2.6190704708697217
P0000064,substation,I00004,11.538923195726841
P0000064,fiber_node,I00007,10.25295137748382
P0000064,water_source,I00008,23.75766173731237
P0000064,highway_interchange,I00009,5.106774066613167
P0000064,data_center,I00012,18.115335241151357
P0000065,transmission_line,I00002,11.272827018048488
P0000065,substation,I00005,2.733080370921129
P0000065,fiber_node,I00006,15.701644108475897
P0000065,water_source,I00008,5.365031071287101
P0000065,highway_interchange,I00009,17.347233463590968
P0000065,data_center,I00011,3.2101661602099574
P0000066,transmission_line,I00002,5.829745669309631
P0000066,substation,I00004,3.4970306921727365
P0000066,fiber_node,I00007,5.181887995491686
P0000066,water_source,I00008,18.71328874908181
P0000066,highway_interchange,I00010,8.417993254445353
P0000066,data_center,I00012,3.708378014243868
P0000067,transmission_line,I00001,26.4809851007346
P0000067,substation,I00005,23.7142861709996
P0000067,fiber_node,I00006,34.20277952129861
P0000067,water_source,I00008,25.749696127228592
P0000067,highway_interchange,I00009,32.39393091497035
P0000067,data_center,I00011,21.55404405363884
P0000068,transmission_line,I00001,21.4821570076218
P0000068,substation,I00005,14.170279440203355
P0000068,fiber_node,I00006,23.866336729491877
P0000068,water_source,I00008,15.13154474875568
P0000068,highway_interchange,I00009,26.096322526066313
P0000068,data_center,I00011,11.4656004756328
P0000069,transmission_line,I00002,11.267523447166436
P0000069,substation,I00005,2.1364256573911824
P0000069,fiber_node,I00007,17.08260304927498
P0000069,water_source,I00008,8.2514322971715
P0000069,highway_interchange,I00009,16.247377730752962
P0000069,data_center,I00011,2.2404624683118017
P0000070,transmission_line,I00002,10.280763679617671
P0000070,substation,I00004,4.9605092724554
P0000070,fiber_node,I00007,4.786144275778034
P0000070,water_source,I00008,25.392773236127855
P0000070,highway_interchange,I00009,9.137119791785803
P0000070,data_center,I00012,8.317548956436339
P0000071,transmission_line,I00002,8.317495810819675
P0000071,substation,I00005,4.63760023018255
P0000071,fiber_node,I00007,13.708253848914621
P0000071,water_source,I00008,8.102564938210579
P0000071,highway_interchange,I00010,13.891652544269117
P0000071,data_center,I00011,7.071976830102374
P0000072,transmission_line,I00003,5.652132603519492
P0000072,substation,I00004,11.64608204197879
P0000072,fiber_node,I00007,13.297665984361657
P0000072,water_source,I00008,18.916488443593387
P0000072,highway_interchange,I00010,0.9453842129354557
P0000072,data_center,I00012,4.88137371322394
P0000073,transmission_line,I00003,6.382513145291019
P0000073,substation,I00004,18.811235633047744
P0000073,fiber_node,I00007,20.391944034526194
P0000073,water_source,I00008,23.6940622647046
P0000073,highway_interchange,I00010,7.230632662199506
P0000073,data_center,I00012,11.997418564279378
P0000074,transmission_line,I00002,11.228378512743348
P0000074,substation,I00005,5.500754448699111
P0000074,fiber_node,I00006,13.976518266254104
P0000074,water_source,I00008,5.426760164025066
P0000074,highway_interchange,I00010,15.057070406725957
P0000074,data_center,I00011,6.522059221575432
P0000075,transmission_line,I00001,18.57473583967081
P0000075,substation,I00005,23.00621148684551
P0000075,fiber_node,I00007,29.63343373618491
P0000075,water_source,I00008,28.537905741521996
P0000075,highway_interchange,I00009,25.126701527602215
P0000075,data_center,I00011,22.56675334236015
P0000076,transmission_line,I00002,11.308046979614407
P0000076,substation,I00004,6.2299853307688675
P0000076,fiber_node,I00007,6.874575610045926
P0000076,water_source,I00008,24.960614136776915
P0000076,highway_interchange,I00010,9.848513583538907
P0000076,data_center,I00012,6.251543769347671
P0000077,transmission_line,I00002,6.796627082742396
P0000077,substation,I00005,6.41769014044582
P0000077,fiber_node,I00007,11.789040758724298
P0000077,water_source,I00008,10.204907857268743
P0000077,highway_interchange,I00010,11.926950273081735
P0000077,data_center,I00011,9.205898947434928
P0000078,transmission_line,I00001,10.888947796693419
P0000078,substation,I00004,15.272084038323724
P0000078,fiber_node,I00007,13.592811254997311
P0000078,water_source,I00008,31.762409415332513
P0000078,highway_interchange,I00009,9.733400895243284
P0000078,data_center,I00012,21.985276279305598
P0000079,transmission_line,I00002,19.78360403136851
P0000079,substation,I00004,14.465000389750934
P0000079,fiber_node,I00007,14.47007010163147
P0000079,water_source,I00008,33.654796724083056
P0000079,highway_interchange,I00010,16.282214524987644
P0000079,data_center,I00012,14.380140255234615
P0000080,transmission_line,I00002,13.58645851178725
P0000080,substation,I00004,8.338560017995489
P0000080,fiber_node,I00007,7.85061102770491
P0000080,water_source,I00008,28.85279495556813
P0000080,highway_interchange,I00009,11.247085822776695
P0000080,data_center,I00012,11.224402493863053
P0000081,transmission_line,I00001,11.958480047782636
P0000081,substation,I00005,7.970283917542888
P0000081,fiber_node,I00007,19.071531213533053
P0000081,water_source,I00008,13.929268179873993
P0000081,highway_interchange,I00009,16.49019131598407
P0000081,data_center,I00011,7.686366189620663
P0000082,transmission_line,I00003,11.777901944929923
P0000082,substation,I00005,10.788255273357295
P0000082,fiber_node,I00006,9.102734913309655
P0000082,water_source,I00008,5.889160829584281
P0000082,highway_interchange,I00010,15.2916157858758
P0000082,data_center,I00011,10.796290466485376
P0000083,transmission_line,I00003,8.22546325952908
P0000083,substation,I00004,8.447293807108437
P0000083,fiber_node,I00007,10.131240388405162
P0000083,water_source,I00008,17.284933923394036
P0000083,highway_interchange,I00010,4.074024209467852
P0000083,data_center,I00012,2.5683184348521437
P0000084,transmission_line,I00002,9.141264661839529
P0000084,substation,I00004,6.044417766669908
P0000084,fiber_node,I00007,7.598885120357777
P0000084,water_source,I00008,20.33823079764007
P0000084,highway_interchange,I00010,5.762967408436988
P0000084,data_center,I00012,1.2008858217026426
P0000085,transmission_line,I00001,11.644476968192928
P0000085,substation,I00005,7.946238112302349
P0000085,fiber_node,I00007,18.80772695165984
P0000085,water_source,I00008,14.058243396303345
P0000085,highway_interchange,I00009,16.191910338029192
P0000085,data_center,I00011,7.795293652994164
P0000086,transmission_line,I00001,9.203053648102298
P0000086,substation,I00005,11.552324969423449
P0000086,fiber_node,I00007,18.683846058877418
P0000086,water_source,I00008,18.381129820517963
P0000086,highway_interchange,I00009,15.011262194231481
P0000086,data_center,I00011,12.086634126615365
P0000087,transmission_line,I00002,11.0774347062638
P0000087,substation,I00004,5.773248221860222
P0000087,fiber_node,I00007,6.015880763791616
P0000087,water_source,I00008,25.53422510040852
P0000087,highway_interchange,I00009,10.684536218983089
P0000087,data_center,I00012,7.493483878908454
P0000088,transmission_line,I00003,14.971879601345636
P0000088,substation,I00004,14.644650186368377
P0000088,fiber_node,I00007,15.596557955731551
P0000088,water_source,I00008,29.28182551724373
P0000088,highway_interchange,I00010,9.703156175424311
P0000088,data_center,I00012,10.462448794928926
P0000089,transmission_line,I00002,3.7491532509659846
P0000089,substation,I00004,7.257619808160515
P0000089,fiber_node,I00007,6.835891689748756
P0000089,water_source,I00008,18.05661397123408
P0000089,highway_interchange,I00009,4.690615689719115
P0000089,data_center,I00012,12.700158653035547
P0000090,transmission_line,I00001,7.724761109012587
P0000090,substation,I00004,9.413514900180026
P0000090,fiber_node,I00007,7.76430649650007
P0000090,water_source,I00008,26.35929611152587
P0000090,highway_interchange,I00009,3.843654405875896
P0000090,data_center,I00012,16.220522778958976
P0000091,transmission_line,I00001,5.9665700079966895
P0000091,substation,I00005,10.834566209568491
P0000091,fiber_node,I00007,15.41288758604313
P0000091,water_source,I00008,18.438170166307213
P0000091,highway_interchange,I00009,11.624702495108302
P0000091,data_center,I00011,12.296313397898988
P0000092,transmission_line,I00003,6.994773313643165
P0000092,substation,I00004,13.436079892856613
P0000092,fiber_node,I00007,14.97446119276685
P0000092,water_source,I00008,22.19446738022363
P0000092,highway_interchange,I00010,2.5830779279410394
P0000092,data_center,I00012,6.733872735449265
P0000093,transmission_line,I00003,6.984684507105337
P0000093,substation,I00004,10.922498960724164
P0000093,fiber_node,I00007,12.531929501879436
P0000093,water_source,I00008,20.001266941104927
P0000093,highway_interchange,I00010,0.8062040979138946
P0000093,data_center,I00012,4.090113399590898
P0000094,transmission_line,I00002,5.73900429334595
P0000094,substation,I00005,7.544399302542933
P0000094,fiber_node,I00007,10.399486888657098
P0000094,water_source,I00008,11.703222292842616
P0000094,highway_interchange,I00010,10.956673075284739
P0000094,data_center,I00012,8.55650438258976
P0000095,transmission_line,I00002,12.604855000180146
P0000095,substation,I00005,3.291076325179771
P0000095,fiber_node,I00007,18.420603295541156
P0000095,water_source,I00008,7.809886542863911
P0000095,highway_interchange,I00009,17.524687693455423
P0000095,data_center,I00011,1.5158639986823905
P0000096,transmission_line,I00002,3.12410492662175
P0000096,substation,I00005,7.609594241744266
P0000096,fiber_node,I00007,8.443851727514662
P0000096,water_source,I00008,15.069689141195937
P0000096,highway_interchange,I00009,7.586108083605161
P0000096,data_center,I00011,10.84259127457853
P0000097,transmission_line,I00002,10.120240785793314
P0000097,substation,I00005,0.48689432286701884
P0000097,fiber_node,I00007,15.962345213102104
P0000097,water_source,I00008,7.62207663430563
P0000097,highway_interchange,I00009,15.643300309678443
P0000097,data_center,I00011,2.8797854733262076
P0000098,transmission_line,I00001,6.970680422714926
P0000098,substation,I00005,9.006974987713471
P0000098,fiber_node,I00007,15.125309170091674
P0000098,water_source,I00008,16.590914578685585
P0000098,highway_interchange,I00009,11.858683325086687
P0000098,data_center,I00011,10.465071499514213
P0000099,transmission_line,I00001,4.454253167083173
P0000099,substation,I00004,12.633945149212856
P0000099,fiber_node,I00007,11.189030458052606
P0000099,water_source,I00008,25.859673825783695
P0000099,highway_interchange,I00009,6.064292532205286
P0000099,data_center,I00012,19.38139704994296
P0000100,transmission_line,I00001,1.9657380940342661
P0000100,substation,I00005,13.795954455958979
P0000100,fiber_node,I00007,13.179214152733175
P0000100,water_source,I00008,21.73566351112446
P0000100,highway_interchange,I00009,8.50727631800705
P0000100,data_center,I00011,15.922200417664202
P0000101,transmission_line,I00001,9.295761618537554
P0000101,substation,I00005,20.800628988245126
P0000101,fiber_node,I00007,20.268027646808434
P0000101,water_source,I00008,28.426220951527903
P0000101,highway_interchange,I00009,15.149156005240728
P0000101,data_center,I00011,22.23333856103286
P0000102,transmission_line,I00002,8.49697564672039
P0000102,substation,I00004,3.744446411113747
P0000102,fiber_node,I00007,2.6554742588590914
P0000102,water_source,I00008,24.382827167438744
P0000102,highway_interchange,I00009,6.269712193006166
P0000102,data_center,I00012,9.431231320755149
P0000103,transmission_line,I00002,12.719420192201312
P0000103,substation,I00004,7.747961902021239
P0000103,fiber_node,I00007,8.441606552150201
P0000103,water_source,I00008,25.827496015705343
P0000103,highway_interchange,I00010,9.525450238738246
P0000103,data_center,I00012,6.63621986128013
P0000104,transmission_line,I00003,8.377400207661584
P0000104,substation,I00004,13.807890125873408
P0000104,fiber_node,I00007,15.267636100161775
P0000104,water_source,I00008,23.668598781080522
P0000104,highway_interchange,I00010,3.903833913058989
P0000104,data_center,I00012,7.370553145309759
P0000105,transmission_line,I00002,7.784930904461966
P0000105,substation,I00005,2.0647578855115514
P0000105,fiber_node,I00007,13.612994343910099
P0000105,water_source,I00008,9.922865670045615
P0000105,highway_interchange,I00009,13.114725364846485
P0000105,data_center,I00011,5.289323791192055
P0000106,transmission_line,I00002,15.691531696732607
